number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
574,Gothita,https://static.wikia.nocookie.net/pokemongo/images/f/f6/Gothita.png,Psychic,,Unova,Fixation,0.4,5.8,Gothita family,98,112,128,10-951,12-113,50%,15%,25%,75%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
575,Gothorita,https://static.wikia.nocookie.net/pokemongo/images/e/e3/Gothorita.png,Psychic,,Unova,Manipulate,0.7,18,Gothita family,137,153,155,"18-1,604",14-134,25%,7%,25%,75%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,Formerly  (3rd tier level),No,No,No,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.","['Confusion', 'Pound', 'Future Sight', 'Psybeam', 'Psychic']"
576,Gothitelle,https://static.wikia.nocookie.net/pokemongo/images/3/35/Gothitelle.png,Psychic,,Unova,Astral,1.5,44,Gothita family,176,205,172,"29-2,419",16-147,12.50%,5%,25%,75%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,No  ,No,No,No,They can predict the future from the placement and movement of the stars. They can see Trainers' life spans.,"['Charm', 'Confusion', 'Future Sight', 'Psychic', 'Rock Slide']"
577,Solosis,https://static.wikia.nocookie.net/pokemongo/images/2/22/Solosis.png,Psychic,,Unova,Cell,0.3,1,Solosis family,170,83,128,"15-1,367",12-113,50%,15%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),No,No,No,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"['Hidden Power', 'Zen Headbutt', 'Night Shade', 'Psyshock', 'Thunder']"
578,Duosion,https://static.wikia.nocookie.net/pokemongo/images/0/09/Duosion.png,Psychic,,Unova,Mitosis,0.6,8,Solosis family,208,103,163,"23-2,018",15-140,25%,7%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,No  ,No,No,No,"When their two divided brains think the same thoughts, their psychic power is maximized.","['Hidden Power', 'Zen Headbutt', 'Night Shade', 'Psyshock', 'Thunder']"
579,Reuniclus,https://static.wikia.nocookie.net/pokemongo/images/0/00/Reuniclus.png,Psychic,,Unova,Multiplying,1,20.1,Solosis family,214,148,242,"35-2,927",22-203,12.50%,5%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,No  ,No,No,No,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","['Hidden Power', 'Zen Headbutt', 'Future Sight', 'Shadow Ball', 'Thunder']"
580,Ducklett,https://static.wikia.nocookie.net/pokemongo/images/7/7f/Ducklett.png,Water,Flying,Unova,Water,0.5,5.5,Ducklett family,84,96,158,10-856,14-136,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.","['Water Gun', 'Wing Attack', 'Aerial Ace', 'Brave Bird', 'Bubble Beam']"
581,Swanna,https://static.wikia.nocookie.net/pokemongo/images/3/38/Swanna.png,Water,Flying,Unova,White,1.3,24.2,Ducklett family,182,132,181,"24-2,088",17-154,40%,12%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}",No ,No,No  ,No,No,No,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"['Air Slash', 'Water Gun', 'Bubble Beam', 'Hurricane', 'Ice Beam']"
582,Vanillite,https://static.wikia.nocookie.net/pokemongo/images/5/5e/Vanillite.png,Ice,,Unova,Fresh,0.4,5.7,Vanillite family,118,106,113,"11-1,033",10-101,40%,7%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"When the morning sun hit an icicle, it wished not to melt, and thus Vanillite was born. At night, it buries itself in snow to sleep.","['Astonish', 'Powder Snow', 'Ice Beam', 'Icy Wind', 'Signal Beam']"
583,Vanillish,https://static.wikia.nocookie.net/pokemongo/images/d/dd/Vanillish.png,Ice,,Unova,Icy,1.1,41,Vanillite family,151,138,139,"18-1,591",13-121,5%,5%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",No ,No,No  ,No,No,No,This hearty Pokémon survived the Ice Age. It's incredibly popular in very hot regions.,"['Astonish', 'Frost Breath', 'Ice Beam', 'Icy Wind', 'Signal Beam']"
584,Vanilluxe,https://static.wikia.nocookie.net/pokemongo/images/4/41/Vanilluxe.png,Ice,,Unova,Snowstorm,1.3,57.5,Vanillite family,218,184,174,"34-2,822",16-149,12.50%,5%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",No ,No,No  ,No,No,No,"Vanilluxe is born when two Vanillish, half-melted by the day's light, stick to each other and freeze together in the cold return of night.","['Astonish', 'Frost Breath', 'Blizzard', 'Flash Cannon', 'Signal Beam']"
585,Deerling,https://static.wikia.nocookie.net/pokemongo/images/d/d0/Deerling.png,Normal,Grass,Unova,Season,0.6,19.5,Deerling family,115,100,155,"12-1,135",14-134,30%,10%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Ghost']}","{'160%': ['Bug', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,No  ,No,No,No,The turning of the seasons changes the color and scent of this Pokémon's fur. People use it to mark the seasons.,"['Tackle', 'Take Down', 'Energy Ball', 'Seed Bomb', 'Wild Charge']"
586,Sawsbuck,https://static.wikia.nocookie.net/pokemongo/images/d/df/Sawsbuck.png,Normal,Grass,Unova,Season,1.9,92.5,Deerling family,198,146,190,"29-2,416",17-162,15%,5%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water'], '39%': ['Ghost']}","{'160%': ['Bug', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison']}",No ,No,No  ,No,No,No,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.","['Feint Attack', 'Take Down', 'Hyper Beam', 'Megahorn', 'Solar Beam', 'Wild Charge']"
587,Emolga,https://static.wikia.nocookie.net/pokemongo/images/9/95/Emolga.png,Electric,Flying,Unova,Sky,0.4,5,Emolga family,158,127,146,"19-1,633",13-127,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Flying', 'Grass', 'Ground', 'Steel']}","{'160%': ['Ice', 'Rock']}",Yes ,No,No  ,Formerly ,No,No,"As it flies, it scatters electricity around, so bird Pokémon keep their distance. That's why Emolga can keep all its food to itself.","['Quick Attack', 'Thunder Shock', 'Aerial Ace', 'Discharge', 'Thunderbolt']"
588,Karrablast,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Karrablast.png,Bug,,Unova,Clamping,0.5,5.9,Karrablast family,137,87,137,"13-1,182",12-120,30%,10%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,No  ,Formerly ,No,No,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,"['Fury Cutter', 'Peck', 'Aerial Ace', 'Drill Run', 'Signal Beam', 'X-Scissor']"
589,Escavalier,https://static.wikia.nocookie.net/pokemongo/images/3/33/Escavalier.png,Bug,Steel,Unova,Cavalry,1,33,Karrablast family,223,187,172,"35-2,889",16-147,12.50%,5%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Normal', 'Psychic', 'Steel'], '39%': ['Grass', 'Poison']}",{'256%': ['Fire']},No ,No,No  ,No,No,No,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,"['Bug Bite', 'Counter', 'Acid Spray', 'Aerial Ace', 'Drill Run', 'Megahorn']"
590,Foongus,https://static.wikia.nocookie.net/pokemongo/images/4/4f/Foongus.png,Grass,Poison,Unova,Mushroom,0.2,1,Foongus family,97,91,170,10-979,15-146,30%,10%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.","['Astonish', 'Feint Attack', 'Body Slam', 'Energy Ball', 'Grass Knot']"
591,Amoonguss,https://static.wikia.nocookie.net/pokemongo/images/0/0a/Amoonguss.png,Grass,Poison,Unova,Mushroom,0.6,10.5,Foongus family,155,139,249,"25-2,140",23-208,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",No ,No,Formerly  (3rd tier level),No,No,No,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.","['Astonish', 'Feint Attack', 'Foul Play', 'Grass Knot', 'Sludge Bomb']"
592,Frillish,https://static.wikia.nocookie.net/pokemongo/images/3/38/Frillish.png,Water,Ghost,Unova,Floating,1.2,33,Frillish family,115,134,146,"14-1,257",13-127,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Fire', 'Ice', 'Poison', 'Steel', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Grass']}",Yes ,No,No  ,Formerly ,No,No,"Using the invisible poison spikes on its veillike arms and legs, it paralyzes its enemies and causes them to drown.","['Bubble', 'Hex', 'Ice Beam', 'Night Shade', 'Ominous Wind']"
593,Jellicent,https://static.wikia.nocookie.net/pokemongo/images/5/56/Jellicent.png,Water,Ghost,Unova,Floating,2.2,135,Frillish family,159,178,225,"28-2,338",21-189,12.50%,5%,50%,50%,"{'62.5%': ['Bug', 'Fire', 'Ice', 'Poison', 'Steel', 'Water'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Grass']}",No ,No,No  ,No,No,No,Fishermen are terrified of Jellicent. It's rumored to drag them into the sea and steal their lives away.,"['Bubble', 'Hex', 'Bubble Beam', 'Ice Beam', 'Shadow Ball']"
594,Alomomola,https://static.wikia.nocookie.net/pokemongo/images/5/5e/Alomomola.png,Water,,Unova,Caring,1.2,31.6,Alomomola family,138,131,338,"25-2,169",31-278,20%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,Yes (10-km Eggs),Formerly  (3rd tier level),Formerly ,Yes,No,The reason it helps Pokémon in a weakened condition is that any Pokémon coming after them may also attack Alomomola.,"['Hidden Power', 'Waterfall', 'Blizzard', 'Hydro Pump', 'Psychic']"
595,Joltik,https://static.wikia.nocookie.net/pokemongo/images/f/fd/Joltik.png,Bug,Electric,Unova,Attaching,0.1,0.6,Joltik family,110,98,137,"11-1,023",12-120,30%,10%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Steel']}","{'160%': ['Fire', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.","['Charge Beam', 'Sucker Punch', 'Bug Buzz', 'Cross Poison', 'Discharge']"
596,Galvantula,https://static.wikia.nocookie.net/pokemongo/images/7/7f/Galvantula.png,Bug,Electric,Unova,EleSpider,0.8,14.3,Joltik family,201,128,172,"26-2,206",16-147,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Steel']}","{'160%': ['Fire', 'Rock']}",No ,No,Formerly  (3rd tier level),No,No,No,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","['Fury Cutter', 'Volt Switch', 'Bug Buzz', 'Cross Poison', 'Discharge', 'Energy Ball', 'Lunge']"
597,Ferroseed,https://static.wikia.nocookie.net/pokemongo/images/e/e6/Ferroseed.png,Grass,Steel,Unova,Thorn,0.6,18.8,Ferroseed family,82,155,127,10-941,11-112,30%,10%,50%,50%,"{'62.5%': ['Dragon', 'Electric', 'Fairy', 'Normal', 'Poison', 'Psychic', 'Rock', 'Steel', 'Water'], '39%': ['Grass']}","{'160%': ['Fighting'], '256%': ['Fire']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,"['Metal Claw', 'Tackle', 'Flash Cannon', 'Gyro Ball', 'Iron Head']"
598,Ferrothorn,https://static.wikia.nocookie.net/pokemongo/images/5/52/Ferrothorn.png,Grass,Steel,Unova,Thorn,1,110,Ferroseed family,158,223,179,"27-2,321",16-153,12.50%,5%,50%,50%,"{'62.5%': ['Dragon', 'Electric', 'Fairy', 'Normal', 'Poison', 'Psychic', 'Rock', 'Steel', 'Water'], '39%': ['Grass']}","{'160%': ['Fighting'], '256%': ['Fire']}",No ,No,No  ,No,Yes,No,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.","['Bullet Seed', 'Metal Claw', 'Acid Spray', 'Flash Cannon', 'Mirror Shot', 'Power Whip', 'Thunder']"
599,Klink,https://static.wikia.nocookie.net/pokemongo/images/6/69/Klink.png,Steel,,Unova,Gear,0.3,21,Klink family,98,121,120,10-956,11-106,40%,10%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No ,No,Formerly  (1st tier level),Yes ,Yes,No,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"['Charge Beam', 'Volt Switch', 'Discharge', 'Vise Grip', 'Zap Cannon']"
600,Klang,https://static.wikia.nocookie.net/pokemongo/images/c/c8/Klang.png,Steel,,Unova,Gear,0.6,51,Klink family,150,174,155,"21-1,847",14-134,10%,7%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No ,No,No  ,No,Yes,No,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn't return, it will die.","['Charge Beam', 'Thunder Shock', 'Thunderbolt', 'Vise Grip', 'Zap Cannon']"
601,Klinklang,https://static.wikia.nocookie.net/pokemongo/images/5/5a/Klinklang.png,Steel,,Unova,Gear,0.6,81,Klink family,199,214,155,"32-2,637",14-134,5%,5%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No ,No,No  ,No,Yes,No,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"['Charge Beam', 'Thunder Shock', 'Flash Cannon', 'Hyper Beam', 'Mirror Shot', 'Zap Cannon']"
602,Tynamo,https://static.wikia.nocookie.net/pokemongo/images/7/7b/Tynamo.png,Electric,,Unova,EleFish,0.2,0.3,Tynamo family,105,78,111,10-811,Oct-99,40%,15%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.","['Spark', 'Tackle', 'Struggle']"
603,Eelektrik,https://static.wikia.nocookie.net/pokemongo/images/5/50/Eelektrik.png,Electric,,Unova,EleFish,1.2,22,Tynamo family,156,130,163,"20-1,715",15-140,10%,7%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No ,No,No  ,No,No,No,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.","['Acid', 'Spark', 'Crunch', 'Discharge', 'Thunderbolt']"
604,Eelektross,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Eelektross.png,Electric,,Unova,EleFish,2.1,80.5,Tynamo family,217,152,198,"33-2,732",18-168,5%,5%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No ,No,No  ,No,No,No,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,"['Acid', 'Spark', 'Acid Spray', 'Crunch', 'Dragon Claw', 'Thunderbolt']"
605,Elgyem,https://static.wikia.nocookie.net/pokemongo/images/c/c0/Elgyem.png,Psychic,,Unova,Cerebral,0.5,9,Elgyem family,148,100,146,"15-1,385",13-127,30%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),No,No,No,This Pokémon is shrouded in mystery. It's said to have appeared from a UFO that fell from the sky about 50 years ago.,"['Astonish', 'Confusion', 'Dark Pulse', 'Psybeam', 'Psychic']"
606,Beheeyem,https://static.wikia.nocookie.net/pokemongo/images/a/a6/Beheeyem.png,Psychic,,Unova,Cerebral,1,34.5,Elgyem family,221,163,181,"33-2,753",17-154,15%,5%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,No  ,No,No,No,"It has strong psychic powers. Using its fingers that flash three different colors, it controls its opponents and rewrites their memories.","['Astonish', 'Confusion', 'Dark Pulse', 'Psychic', 'Rock Slide']"
607,Litwick,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Litwick.png,Ghost,Fire,Unova,Candle,0.3,3.1,Litwick family,108,98,137,"11-1,006",12-120,40%,9%,50%,50%,"{'62.5%': ['Fairy', 'Fire', 'Grass', 'Ice', 'Poison', 'Steel'], '39%': ['Bug', 'Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,No,No,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","['Astonish', 'Ember', 'Flame Burst', 'Flame Charge', 'Heat Wave']"
608,Lampent,https://static.wikia.nocookie.net/pokemongo/images/3/3c/Lampent.png,Ghost,Fire,Unova,Lamp,0.6,13,Litwick family,169,115,155,"19-1,708",14-134,10%,7%,50%,50%,"{'62.5%': ['Fairy', 'Fire', 'Grass', 'Ice', 'Poison', 'Steel'], '39%': ['Bug', 'Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (3rd tier level),No,No,No,It arrives near the moment of death and steals spirit from the body.,"['Astonish', 'Ember', 'Energy Ball', 'Flame Burst', 'Heat Wave']"
609,Chandelure,https://static.wikia.nocookie.net/pokemongo/images/9/90/Chandelure.png,Ghost,Fire,Unova,Luring,1,34.3,Litwick family,271,182,155,"40-3,268",14-134,5%,5%,50%,50%,"{'62.5%': ['Fairy', 'Fire', 'Grass', 'Ice', 'Poison', 'Steel'], '39%': ['Bug', 'Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Rock', 'Water']}",No ,No,No  ,No,No,No,The spirits burned up in its ominous flame lose their way and wander this world forever.,"['Fire Spin', 'Hex', 'Incinerate', 'Energy Ball', 'Flame Charge', 'Overheat', 'Shadow Ball']"
610,Axew,https://static.wikia.nocookie.net/pokemongo/images/6/62/Axew.png,Dragon,,Unova,Tusk,0.6,18,Axew family,154,101,130,"15-1,368",12-114,40%,9%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",Yes ,Yes (10-km Eggs),No  ,No,No,No,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.","['Iron Tail', 'Scratch', 'Aqua Tail', 'Dragon Claw', 'Dragon Pulse']"
611,Fraxure,https://static.wikia.nocookie.net/pokemongo/images/2/21/Fraxure.png,Dragon,,Unova,Axe,1,36,Axew family,212,123,165,"26-2,234",15-142,10%,7%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",No ,No,No  ,No,No,No,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.","['Dragon Tail', 'Iron Tail', 'Aqua Tail', 'Dragon Claw', 'Night Slash']"
612,Haxorus,https://static.wikia.nocookie.net/pokemongo/images/9/9d/Haxorus.png,Dragon,,Unova,Axe,1.8,105.5,Axew family,284,172,183,"44-3,593",17-156,5%,5%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",No ,No,No  ,No,No,No,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,"['Counter', 'Dragon Tail', 'Dragon Claw', 'Earthquake', 'Night Slash', 'Surf']"
613,Cubchoo,https://static.wikia.nocookie.net/pokemongo/images/2/22/Cubchoo.png,Ice,,Unova,Chill,0.5,8.5,Cubchoo family,128,74,146,"11-1,069",13-127,30%,10%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.","['Charm', 'Powder Snow', 'Ice Punch', 'Icy Wind', 'Play Rough']"
614,Beartic,https://static.wikia.nocookie.net/pokemongo/images/b/b9/Beartic.png,Ice,,Unova,Freezing,2.6,260,Cubchoo family,233,152,216,"37-3,042",20-182,15%,5%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",No ,No,No  ,No,Yes,No,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,"['Charm', 'Powder Snow', 'Ice Punch', 'Play Rough', 'Surf']"
